#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	UF-PF-2020-001-1N_metaphlan_rel_ab_unknown	UF-PF-2020-001-2G_metaphlan_rel_ab_unknown	UF-PF-2020-002-2G_metaphlan_rel_ab_unknown	UF-PF-2020-002-3N_metaphlan_rel_ab_unknown	UF-PF-2020-003-1N_metaphlan_rel_ab_unknown	UF-PF-2020-003-2G_metaphlan_rel_ab_unknown	UF-PF-2020-004-1N_metaphlan_rel_ab_unknown	UF-PF-2020-004-2G_metaphlan_rel_ab_unknown	UF-PF-2020-005-2G_metaphlan_rel_ab_unknown	UF-PF-2020-006-2G_metaphlan_rel_ab_unknown	UF-PF-2020-007-2G_metaphlan_rel_ab_unknown	UF-PF-2020-008-1N_metaphlan_rel_ab_unknown	UF-PF-2020-009-3N_metaphlan_rel_ab_unknown	UF-PF-2020-010-1N_metaphlan_rel_ab_unknown	UF-PF-2020-011-1N_metaphlan_rel_ab_unknown	UF-PF-2020-016-1N_metaphlan_rel_ab_unknown	UF-PF-2020-017-1N_metaphlan_rel_ab_unknown	UF-PF-2020-018-1N_metaphlan_rel_ab_unknown	UF-PF-2020-021-1N_metaphlan_rel_ab_unknown	UF-PF-2020-022-1N_metaphlan_rel_ab_unknown	UF-PF-2020-024-1N_metaphlan_rel_ab_unknown	UF-PF-2020-025-3N_metaphlan_rel_ab_unknown	UF-PF-2020-026-1N_metaphlan_rel_ab_unknown	UF-PF-2020-027-1N_metaphlan_rel_ab_unknown	UF-PF-2020-030-1N_metaphlan_rel_ab_unknown	UF-PF-2021-008-2G_metaphlan_rel_ab_unknown	UF-PF-2021-009-2G_metaphlan_rel_ab_unknown	UF-PF-2021-010-2G_metaphlan_rel_ab_unknown	UF-PF-2021-011-2G_metaphlan_rel_ab_unknown	UF-PF-2021-012-2G_metaphlan_rel_ab_unknown	UF-PF-2021-014-2G_metaphlan_rel_ab_unknown	UF-PF-2021-015-2G_metaphlan_rel_ab_unknown	UF-PF-2021-016-2G_metaphlan_rel_ab_unknown	UF-PF-2021-017-2G_metaphlan_rel_ab_unknown	UF-PF-2021-018-2G_metaphlan_rel_ab_unknown	UF-PF-2021-019-2G_metaphlan_rel_ab_unknown	UF-PF-2021-020-2G_metaphlan_rel_ab_unknown	UF-PF-2021-022-2G_metaphlan_rel_ab_unknown	UF-PF-2021-023-1N_metaphlan_rel_ab_unknown	UF-PF-2021-023-2G_metaphlan_rel_ab_unknown	UF-PF-2021-024-2G_metaphlan_rel_ab_unknown	UF-PF-2021-025-3G_metaphlan_rel_ab_unknown	UF-PF-2021-031-1N_metaphlan_rel_ab_unknown	UF-PF-2021-032-3N_metaphlan_rel_ab_unknown	UF-PF-2021-033-1N_metaphlan_rel_ab_unknown	UF-PF-2021-034-3N_metaphlan_rel_ab_unknown	UF-PF-2021-035-1N_metaphlan_rel_ab_unknown	UF-PF-2021-036-3N_metaphlan_rel_ab_unknown	UF-PF-2021-037-1N_metaphlan_rel_ab_unknown	UF-PF-2021-038-3N_metaphlan_rel_ab_unknown	UF-PF-2021-039-3N_metaphlan_rel_ab_unknown	UF-PF-2021-040-1N_metaphlan_rel_ab_unknown	UF-PF-2021-041-1N_metaphlan_rel_ab_unknown	UF-PF-2021-042-3N_metaphlan_rel_ab_unknown	UF-PF-2021-044-1N_metaphlan_rel_ab_unknown	UF-PF-2021-045-1N_metaphlan_rel_ab_unknown	UF-PF-2021-046-3N_metaphlan_rel_ab_unknown	UF-PF-2021-047-1N_metaphlan_rel_ab_unknown	UF-PF-2021-048-1N_metaphlan_rel_ab_unknown	UF-PF-2021-049-1N_metaphlan_rel_ab_unknown	UF-PF-2021-050-1N_metaphlan_rel_ab_unknown	UF-PF-2021-051-1N_metaphlan_rel_ab_unknown	UF-PF-2021-054-1N_metaphlan_rel_ab_unknown	UF-PF-2021-055-1N_metaphlan_rel_ab_unknown	UF-PF-2021-056-3N_metaphlan_rel_ab_unknown	UF-PF-2021-057-1N_metaphlan_rel_ab_unknown	UF-PF-2021-058-1N_metaphlan_rel_ab_unknown	UF-PF-2021-060-3N_metaphlan_rel_ab_unknown	UF-PF-2021-062-1N_metaphlan_rel_ab_unknown	UF-PF-2021-063-1N_metaphlan_rel_ab_unknown	UF-PF-2021-064-1N_metaphlan_rel_ab_unknown	UF-PF-2022-029-2G_metaphlan_rel_ab_unknown	UF-PF-2022-030-2G_metaphlan_rel_ab_unknown	UF-PF-2022-031-2G_metaphlan_rel_ab_unknown	UF-PF-2022-068-1N_metaphlan_rel_ab_unknown	UF-PF-2022-069-1N_metaphlan_rel_ab_unknown	UF-PF-2022-070-3N_metaphlan_rel_ab_unknown	UF-PF-2022-071-1N_metaphlan_rel_ab_unknown	UF-PF-2022-072-1N_metaphlan_rel_ab_unknown	UF-PF-2022-074-1N_metaphlan_rel_ab_unknown	UF-PF-2022-075-1N_metaphlan_rel_ab_unknown	UF-PF-2022-076-1N_metaphlan_rel_ab_unknown	UF-PF-2022-079-1N_metaphlan_rel_ab_unknown	UF-PF-2022-084-1N2_metaphlan_rel_ab_unknown	UF-PF-2022-084-1N_metaphlan_rel_ab_unknown	UF-PF-2022-085-3N2_metaphlan_rel_ab_unknown	UF-PF-2022-085-3N_metaphlan_rel_ab_unknown	UF-PF-2022-087-1N_metaphlan_rel_ab_unknown	UF-PF-2022-088-1N_metaphlan_rel_ab_unknown	UF-PF-2022-091-1N_metaphlan_rel_ab_unknown	UF-PF-2022-092-1N_metaphlan_rel_ab_unknown	UF-PF-2022-096-1N_metaphlan_rel_ab_unknown	UF-PF-2022-100-1N_metaphlan_rel_ab_unknown	UF-PF-2022-102-1N_metaphlan_rel_ab_unknown	UF-PF-2022-103-1N_metaphlan_rel_ab_unknown	UF-PF-2022-105-1N_metaphlan_rel_ab_unknown	UF-PF-2023-032-2G_metaphlan_rel_ab_unknown	UF-PF-2023-119-1N_metaphlan_rel_ab_unknown	UF-PF-2023-123-1N_metaphlan_rel_ab_unknown	UF-PF-2023-124-3N_metaphlan_rel_ab_unknown
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057	0.0	0.2151364893018611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0150674338167001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02233	0.0202076890364161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3821705898073423	0.0	0.4291301355505659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36366	0.0	0.04924	0.0373746512791688	0.0	0.0	0.0	0.0	0.0	0.5722364101210784	1.30502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.0	0.2020204115592192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1461704025894294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108148378854539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38265	0.0	0.0	0.0	0.0	0.0204989215120698	0.0	0.319402904121672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05335	0.94823	0.43582	0.3242447242988626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036712291241485	0.50765	0.0	0.0	0.0	0.0	0.0015310557524072	0.0	0.0	0.0	0.1031	0.0	0.0	0.0	0.0088842681808329	0.0	0.0	0.0	0.0338575438857541	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0	0.1505598328073676	0.0	0.16783	0.0265417623160755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85445	0.57756	0.0	0.0	0.0	0.0	0.5185852514497125	0.0	0.0	0.58188	0.0	0.0	0.0	0.0	0.11163	0.0	0.0	0.44904	0.0	0.0	0.0	2.843427672236332	0.0	0.0	0.0	0.0	0.6361799696518964	0.0	0.3694	0.121062340014719	0.5865144947023405	0.0	0.327935362114747	1.87373	1.57049	0.34821	1.69537	1.30108	0.0	1.11199	0.15755	0.2223785339549975	0.3628398971393602	0.10145	0.0258325388604963	0.2377629103522431	0.0770604206530541	0.0	0.66851	0.68081	0.0	0.3504988022033972	0.7412	0.94391	0.49179	0.11707	2.0284092064290444	0.0	0.4430892958292018	0.6912437736726813	0.22129	0.05148	0.0	0.0	0.1773137048289088	0.0	0.0	4.025320565824917	0.0	0.32758	0.3355502369176397	0.4204623520303067	0.0	0.3285876226152615	0.0	0.0	0.0347170616305932	0.0	0.1938911022706089	3.0424732586231102	0.0	0.1407407947637042	0.1337307956194292	0.0	0.2639952361970116	0.0	0.0937118463485094
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.0	0.1447208136504152	0.0	0.0	1.292797856697231	0.1605684524162018	14.25281	0.0	0.0	0.0	0.7922285355625471	0.0	0.1821210750451027	0.0	0.0	0.0	0.0	0.0	7.60802	0.0	0.0	0.0	0.0	0.0	0.148537256846446	0.0	0.0	0.0	0.0	5.446240029200729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94637	0.8380558534613329	0.0	1.21922	0.8496902774440985	0.0061241966479632	0.0	1.5706538701420238	3.94603	0.06232	0.0	0.0	4.78118	0.0	0.0	0.0	0.7373717854792464	0.0	0.0	3.755929032859743	2.758521489063734	0.4361783238162958	13.86665	0.0	2.32232	0.0	0.0	0.0	0.87754	0.0	0.0	0.0	21.82164	0.0	0.0	0.0	8.61958	0.0	0.0	0.0	4.85331	1.005312219406039	1.4446236126827732	0.8555720122584864	0.0	3.69299870708053	8.076277907859517	2.146465175235688	3.352797832610033	0.0	0.0	0.0	3.25315	1.7640197519608014	0.0	0.7892125186837806	4.485543237469605	2.3046279558618794	0.3084933210945512	0.0	0.0	0.7761204565407606
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	0.0	0.072094996863528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3268809516439737	0.0	0.0	0.0806240279727226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1222715124079943	0.0	0.0	0.004765142124436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3666041900814208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0917177104385115	0.0	0.0	0.0	0.0	0.0	0.0288594786101342	0.0	0.0	0.0041554406607082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales	0.0	0.0219566422844077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0447297051720384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0310267270707258	0.0	0.0	0.0	0.0	0.0023771944863184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834	0.0	0.0154323828627551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0298520480451796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0138162897740778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1008732769398823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0	5.69915293278289	0.34413	0.50737	8.904115548977469	0.0573341196990501	0.0	33.23792	44.65695362533821	18.23319371343531	29.1042974546157	0.4005547911611536	1.4536125853624515	1.59691	0.0	2.03811	0.0	3.24144	0.0	1.1365467124408366	0.0	0.0	0.26336	0.0	4.944164504645002	48.52295709717581	58.72598335795774	0.0	80.31925379273106	55.58643729975951	0.66043	58.0023990071689	45.15459	38.00419809895614	3.633200235099344	47.43245846450585	0.0	24.637742172117058	0.60431	8.143201609546123	61.19072386826647	0.01014	0.0	0.3197666593992899	0.1494	0.0	0.07444	0.0	0.0	0.0	0.0	0.26903	0.0	0.48104	0.0640673609537972	0.657762763530986	0.0	0.0	0.1464948587495735	0.0	0.01107	0.0	0.0	0.2855903130645096	0.808113311259296	0.0	0.0	2.15916	0.0	0.129029157567981	1.57192	6.882204984155975	40.90999995894575	0.0	3.95938	23.286483545728764	17.180679444701987	0.1543212595540797	0.06259	18.61862003070957	6.978500158120515	35.64795364239893	0.0	0.4122690426316368	1.9661951494974663	7.873055574184402	0.3394153067769326	0.0	0.340960988791001	0.0	0.0	0.0	5.552933001460525	36.235890269209946	5.165441762882421	19.900449870275544	55.51521345902978	0.3385749960914038	0.0638481554988324	6.761151476405721
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227	0.0	1.0834131148476838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2453423950089051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0367878608930065	0.0	0.0	0.5179107878132059	0.63821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2473449993653164	0.0	0.651149064993414	0.0	0.5711051161330944	0.0	0.0	0.0	0.0205021978002185	0.0	0.02982	0.0	0.0	0.05551	0.0	0.17099	0.0	0.0	0.0	0.0	0.0	0.0	0.0182841254319412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0931427433798626	0.0	0.0	0.0	1.4362794961317784	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.0	0.7843298674843814	0.0	0.23341	0.0150454494789322	0.0176010519440853	0.17836	0.0	0.0	0.0	0.0	0.0	0.1963019811509769	0.0	0.0	0.0	0.0	1.05301	0.61983	0.0	0.0	0.0	0.10759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39192	0.1974275431372601	0.0	0.32207	0.1175218832472091	0.2430052153607243	0.0	0.076815236971871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0615471712083668	0.2327970555547534	0.02533	0.2118268186560703	0.1047295858447274	0.009459353157619	0.0	0.0	0.02786	0.3061720452527462	0.1369847893769431	0.04846	0.25887	0.0	0.0	0.004138909802923	0.0	0.0	0.0	0.0	1.19447	0.0	0.398313341243881	0.0494598646593229	0.0	0.0	0.0	0.0	0.0	0.8359472175869348	0.1653484158422784	0.0	0.7594678901659091	0.0	0.0	0.234064633771341	0.0	0.1643779043479272	0.0775616798560894	0.0	0.0	0.0	0.0	0.0311894728757777	0.4152808853827341	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0	0.7718507736497707	0.07334	0.0	0.0	2.026783398918889	0.08881	0.0	0.5010093290219833	0.0468786140226336	0.0	1.1723259454285109	1.100304869896017	0.0	0.17008	2.04966	0.0	1.94557	0.0	0.5495029485532856	0.3935775055817253	22.073843319307603	0.29892	0.0	0.0	2.705351845844328	2.6623737040471136	0.0	0.106487817983166	0.0	0.09621	5.557486357946792	22.77872	0.1328391345800312	5.781303821590242	0.3265729329779275	1.09112	0.0	0.46345	3.2319548856934883	0.0	0.22614	0.8472138923826709	5.9671028262323	0.38507	0.1971088148105906	0.0	0.0	0.0	6.77828	4.50146	0.0	0.0	1.68558	2.498015837147896	1.6289403577206962	0.01524	0.1057912918716037	0.1095139915333221	1.3492501591244983	0.82843	0.0	0.12855	0.0940803438711752	0.1403779016403494	0.07305	0.18353	0.52691	0.17724	0.4094719259394025	0.52604	0.5576662984511118	0.0	30.4192	0.53281	2.3771283275396424	0.0484870437626743	0.0237486572572431	0.20192	5.272687746471846	0.0	0.2114638059129077	0.0	0.3424676574857447	14.81818553060089	0.0	0.2798630438877415	0.33955	0.6230287158817384	0.0651732140531233	0.0	0.17156677380342	0.0	0.2885377510022219	0.0634217361816853	7.441983519451808	0.2086907728848889	0.0431883822928464	0.0	3.4394093715694085
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806	0.0	0.6948722334913371	0.0	2.06812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6035185269700467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47317	0.0	0.43088	0.0	0.0	0.0	0.0	0.380614477411558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2462597075878614	0.0	0.0	0.0	2.80324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9147689191536356	0.0	0.0391150688773843	0.8167387346531426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0	0.2223652915308815	0.0	0.05252	0.1078016389135739	0.0	0.96797	0.0	0.0	0.0263849660983115	0.1301598746288834	0.2230708107080571	0.0631966503847453	0.29569	0.55816	0.0	0.0	1.72956	0.0	0.0	0.0	0.0	0.11752	0.0	0.4788132965730326	0.0	0.0	0.0	0.0	0.2988966259769412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57385	0.5494613456625582	0.0	0.20912	1.2014240165791523	0.0	0.10133	0.5237072633032513	0.0	0.13058	0.0	0.0	0.0	0.0	0.0	0.00489	0.1715139580854702	0.5652630027478319	0.6811	0.9270217927225258	0.1524969388318585	0.8259392019971766	0.0	0.0	0.12258	0.207372661025831	0.1399998119881413	0.84883	0.0	0.13738	0.54191	0.1129886228514124	0.0	0.0	0.0	0.37238	0.28539	0.0	0.792294118359784	0.8905296345286181	0.85988	0.0	0.4720735677678364	0.0975986796521112	0.21807	0.2888069203320978	0.6756051734013272	0.0	0.1738495141777342	0.0	0.0	0.8702685647637207	0.00301	0.179058731299197	0.0542943633101605	0.0	0.1655192178998881	0.1562909311356218	0.0227951817969099	0.1279499090723953	0.6171643730846952	0.1145464688481311
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057|f__FGB3057	0.0	0.2151364893018611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0150674338167001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02233	0.0202076890364161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3821705898073423	0.0	0.4291301355505659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36366	0.0	0.04924	0.0373746512791688	0.0	0.0	0.0	0.0	0.0	0.5722364101210784	1.30502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.0	0.2020204115592192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1461704025894294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108148378854539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38265	0.0	0.0	0.0	0.0	0.0204989215120698	0.0	0.319402904121672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05335	0.94823	0.43582	0.3242447242988626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036712291241485	0.50765	0.0	0.0	0.0	0.0	0.0015310557524072	0.0	0.0	0.0	0.1031	0.0	0.0	0.0	0.0088842681808329	0.0	0.0	0.0	0.0338575438857541	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	0.0	0.1999164344084496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1795761475952307	1.92504	0.0	0.0	0.0	0.0	0.0	0.0	0.00772	0.0	0.0	3.97719	0.0	0.0733960431787411	0.0953929135331721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0631680775598954	0.0	0.0	0.0	0.0	0.37057	0.0	0.1215001679367714	0.0	0.0	0.0	0.1084216513486624	0.0	0.07891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0	0.1505598328073676	0.0	0.16783	0.0265417623160755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85445	0.57756	0.0	0.0	0.0	0.0	0.5185852514497125	0.0	0.0	0.58188	0.0	0.0	0.0	0.0	0.11163	0.0	0.0	0.44904	0.0	0.0	0.0	2.843427672236332	0.0	0.0	0.0	0.0	0.6361799696518964	0.0	0.3694	0.1063104368167608	0.5865144947023405	0.0	0.327935362114747	1.87373	1.57049	0.34821	1.69537	1.30108	0.0	1.11199	0.15755	0.2223785339549975	0.3628398971393602	0.10145	0.0258325388604963	0.2377629103522431	0.0770604206530541	0.0	0.66851	0.68081	0.0	0.3504988022033972	0.7412	0.94391	0.49179	0.11707	2.0284092064290444	0.0	0.4430892958292018	0.6912437736726813	0.22129	0.05148	0.0	0.0	0.1773137048289088	0.0	0.0	0.0	0.0	0.32758	0.3355502369176397	0.4204623520303067	0.0	0.3285876226152615	0.0	0.0	0.0347170616305932	0.0	0.1938911022706089	0.0	0.0	0.1407407947637042	0.0196382424843106	0.0	0.2639952361970116	0.0	0.0937118463485094
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	0.0	0.1447208136504152	0.0	0.0	1.292797856697231	0.1605684524162018	14.25281	0.0	0.0	0.0	0.7922285355625471	0.0	0.1821210750451027	0.0	0.0	0.0	0.0	0.0	7.60802	0.0	0.0	0.0	0.0	0.0	0.148537256846446	0.0	0.0	0.0	0.0	5.446240029200729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94637	0.8380558534613329	0.0	1.21922	0.8496902774440985	0.0061241966479632	0.0	1.5706538701420238	3.94603	0.06232	0.0	0.0	4.78118	0.0	0.0	0.0	0.7373717854792464	0.0	0.0	3.755929032859743	2.758521489063734	0.4361783238162958	13.86665	0.0	2.32232	0.0	0.0	0.0	0.87754	0.0	0.0	0.0	21.82164	0.0	0.0	0.0	8.61958	0.0	0.0	0.0	4.85331	1.005312219406039	1.4446236126827732	0.8555720122584864	0.0	3.69299870708053	8.076277907859517	2.146465175235688	3.352797832610033	0.0	0.0	0.0	3.25315	1.7640197519608014	0.0	0.7892125186837806	4.485543237469605	2.3046279558618794	0.3084933210945512	0.0	0.0	0.7761204565407606
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	0.0	0.1095612321813614	0.0	0.0	0.0	0.0211638611384876	0.23668	0.0	0.0	0.1133884955131993	0.0	0.0	0.3611251391273273	0.0	0.09543	0.0	0.0	0.76122	0.0	0.0	0.0	0.0	0.0	0.0	0.0198153898753185	0.0	0.3448288725432127	0.0	0.0	0.0	0.37312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2104362975003849	0.0	1.16914	0.3671434321149538	0.0823949780470777	0.0	0.0	1.09989	1.33195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0597893531486967	0.51012	2.1191981579596817	0.0	0.0	0.0	0.20337	0.93619	0.089732463992853	0.5099363001576228	2.91906	0.22455	0.88654	0.02231	0.4917530913446741	0.0	0.0	0.0	0.67172	0.0	0.0	0.0833359291398879	0.0	0.48396	0.0	0.2427674127125801	0.0262863862558203	0.34116	0.2076332957722411	0.0	0.0	0.1605231336710621	0.02296	0.0	0.0743543417462479	0.0	2.4900576809605344	0.0	0.0536122544723226	0.2516193734244747	2.5969819948589965	0.0	0.0	0.0	2.5787900156757515
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038	0.0	0.072094996863528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3268809516439737	0.0	0.0	0.0806240279727226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1222715124079943	0.0	0.0	0.004765142124436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3666041900814208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0917177104385115	0.0	0.0	0.0	0.0	0.0	0.0288594786101342	0.0	0.0	0.0041554406607082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
