#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	UF-PF-2020-001-1N_metaphlan_rel_ab	UF-PF-2020-001-2G_metaphlan_rel_ab	UF-PF-2020-002-2G_metaphlan_rel_ab	UF-PF-2020-002-3N_metaphlan_rel_ab	UF-PF-2020-003-1N_metaphlan_rel_ab	UF-PF-2020-003-2G_metaphlan_rel_ab	UF-PF-2020-004-1N_metaphlan_rel_ab	UF-PF-2020-004-2G_metaphlan_rel_ab	UF-PF-2020-005-2G_metaphlan_rel_ab	UF-PF-2020-006-2G_metaphlan_rel_ab	UF-PF-2020-007-2G_metaphlan_rel_ab	UF-PF-2020-008-1N_metaphlan_rel_ab	UF-PF-2020-009-3N_metaphlan_rel_ab	UF-PF-2020-010-1N_metaphlan_rel_ab	UF-PF-2020-011-1N_metaphlan_rel_ab	UF-PF-2020-016-1N_metaphlan_rel_ab	UF-PF-2020-017-1N_metaphlan_rel_ab	UF-PF-2020-018-1N_metaphlan_rel_ab	UF-PF-2020-021-1N_metaphlan_rel_ab	UF-PF-2020-022-1N_metaphlan_rel_ab	UF-PF-2020-024-1N_metaphlan_rel_ab	UF-PF-2020-025-3N_metaphlan_rel_ab	UF-PF-2020-026-1N_metaphlan_rel_ab	UF-PF-2020-027-1N_metaphlan_rel_ab	UF-PF-2020-030-1N_metaphlan_rel_ab	UF-PF-2021-008-2G_metaphlan_rel_ab	UF-PF-2021-009-2G_metaphlan_rel_ab	UF-PF-2021-010-2G_metaphlan_rel_ab	UF-PF-2021-011-2G_metaphlan_rel_ab	UF-PF-2021-012-2G_metaphlan_rel_ab	UF-PF-2021-014-2G_metaphlan_rel_ab	UF-PF-2021-015-2G_metaphlan_rel_ab	UF-PF-2021-016-2G_metaphlan_rel_ab	UF-PF-2021-017-2G_metaphlan_rel_ab	UF-PF-2021-018-2G_metaphlan_rel_ab	UF-PF-2021-019-2G_metaphlan_rel_ab	UF-PF-2021-020-2G_metaphlan_rel_ab	UF-PF-2021-022-2G_metaphlan_rel_ab	UF-PF-2021-023-1N_metaphlan_rel_ab	UF-PF-2021-023-2G_metaphlan_rel_ab	UF-PF-2021-024-2G_metaphlan_rel_ab	UF-PF-2021-025-3G_metaphlan_rel_ab	UF-PF-2021-031-1N_metaphlan_rel_ab	UF-PF-2021-032-3N_metaphlan_rel_ab	UF-PF-2021-033-1N_metaphlan_rel_ab	UF-PF-2021-034-3N_metaphlan_rel_ab	UF-PF-2021-035-1N_metaphlan_rel_ab	UF-PF-2021-036-3N_metaphlan_rel_ab	UF-PF-2021-037-1N_metaphlan_rel_ab	UF-PF-2021-038-3N_metaphlan_rel_ab	UF-PF-2021-039-3N_metaphlan_rel_ab	UF-PF-2021-040-1N_metaphlan_rel_ab	UF-PF-2021-041-1N_metaphlan_rel_ab	UF-PF-2021-042-3N_metaphlan_rel_ab	UF-PF-2021-044-1N_metaphlan_rel_ab	UF-PF-2021-045-1N_metaphlan_rel_ab	UF-PF-2021-046-3N_metaphlan_rel_ab	UF-PF-2021-047-1N_metaphlan_rel_ab	UF-PF-2021-048-1N_metaphlan_rel_ab	UF-PF-2021-049-1N_metaphlan_rel_ab	UF-PF-2021-050-1N_metaphlan_rel_ab	UF-PF-2021-051-1N_metaphlan_rel_ab	UF-PF-2021-054-1N_metaphlan_rel_ab	UF-PF-2021-055-1N_metaphlan_rel_ab	UF-PF-2021-056-3N_metaphlan_rel_ab	UF-PF-2021-057-1N_metaphlan_rel_ab	UF-PF-2021-058-1N_metaphlan_rel_ab	UF-PF-2021-060-3N_metaphlan_rel_ab	UF-PF-2021-062-1N_metaphlan_rel_ab	UF-PF-2021-063-1N_metaphlan_rel_ab	UF-PF-2021-064-1N_metaphlan_rel_ab	UF-PF-2022-029-2G_metaphlan_rel_ab	UF-PF-2022-030-2G_metaphlan_rel_ab	UF-PF-2022-031-2G_metaphlan_rel_ab	UF-PF-2022-068-1N_metaphlan_rel_ab	UF-PF-2022-069-1N_metaphlan_rel_ab	UF-PF-2022-070-3N_metaphlan_rel_ab	UF-PF-2022-071-1N_metaphlan_rel_ab	UF-PF-2022-072-1N_metaphlan_rel_ab	UF-PF-2022-074-1N_metaphlan_rel_ab	UF-PF-2022-075-1N_metaphlan_rel_ab	UF-PF-2022-076-1N_metaphlan_rel_ab	UF-PF-2022-079-1N_metaphlan_rel_ab	UF-PF-2022-084-1N2_metaphlan_rel_ab	UF-PF-2022-084-1N_metaphlan_rel_ab	UF-PF-2022-085-3N2_metaphlan_rel_ab	UF-PF-2022-085-3N_metaphlan_rel_ab	UF-PF-2022-087-1N_metaphlan_rel_ab	UF-PF-2022-088-1N_metaphlan_rel_ab	UF-PF-2022-091-1N_metaphlan_rel_ab	UF-PF-2022-092-1N_metaphlan_rel_ab	UF-PF-2022-096-1N_metaphlan_rel_ab	UF-PF-2022-100-1N_metaphlan_rel_ab	UF-PF-2022-102-1N_metaphlan_rel_ab	UF-PF-2022-103-1N_metaphlan_rel_ab	UF-PF-2022-105-1N_metaphlan_rel_ab	UF-PF-2023-032-2G_metaphlan_rel_ab	UF-PF-2023-119-1N_metaphlan_rel_ab	UF-PF-2023-123-1N_metaphlan_rel_ab	UF-PF-2023-124-3N_metaphlan_rel_ab
k__Bacteria|p__Bacteroidota|c__CFGB618	0.70008	0.0	0.0	0.0	2.98578	0.0	0.0	0.0	0.0	0.0	0.0	8.14001	0.0	0.07853	0.0	0.04634	0.0	0.91369	0.0	0.0	1.74692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60444	0.0	0.28947	0.0	0.10623	0.3498	4.23997	11.66219	0.0	0.0	0.47791	0.0	7.86985	0.0	0.0	0.0	1.78865	0.0	0.00226	0.10136	0.0	0.1018	1.65047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44566	0.0	0.0	0.0	2.0029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	0.54832	1.23574	0.90925	2.87309	3.19971	0.02009	1.28165	0.69262	0.52531	0.07331	0.06081	1.3648	0.67563	5.07833	3.70581	2.15223	0.49272	1.52182	1.03242	15.49819	2.24071	21.94283	0.6484	0.0	0.90923	0.0	0.0	3.31012	0.0	0.02948	0.70325	0.0	0.0	0.14243	14.96964	0.0	0.19549	0.0	1.48795	2.24518	0.0	1.33332	0.97722	2.61624	2.40438	0.57737	0.6648	2.24478	5.16324	1.74166	0.99055	1.62068	2.14673	1.72482	5.04572	1.15887	1.22624	1.17603	0.62505	2.82995	0.92617	1.05812	0.85971	1.67437	3.98134	1.85613	0.40683	0.40732	0.15054	0.45561	1.03708	0.0	1.12329	13.47251	0.0	0.0	0.02605	0.81383	0.88534	0.0	0.09262	0.80364	0.62116	0.71071	4.2581	0.0	0.63951	2.49869	1.42138	2.06604	0.51002	0.4526	1.01071	0.32666	3.03276	0.70979	6.90155	2.18698	0.15199	2.16939
k__Bacteria|p__Firmicutes|c__CFGB14936	0.44981	0.0	0.0	0.26183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13341	0.0	0.0	0.0	0.0	2.23414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05688	0.0	0.0	0.46367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55022	0.0	0.0	0.0	0.0	0.0	0.0	2.37173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.29011	1.43219	0.44398	0.93922	0.01418	0.0	0.31242	0.0	0.0	0.57166	0.0	0.05509	0.944	0.0	0.0	0.0	0.0	0.61657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4552	0.0	0.0	0.0	0.0	0.88827	0.0	0.0	5.39388	0.0	0.0	0.0	0.0	0.03785	2.10321	0.0	0.40529	0.0	0.0	0.08037	0.41439	1.617	0.0	0.0	0.0	0.36186	0.0	0.0	0.0218	0.03269	0.0	0.11257	1.43453	0.57484	0.03256	0.45012	0.0	0.20449	0.01721	1.21232	4.17095	1.3419	2.15055	2.8541	0.0	0.0	0.0	0.0	0.0	0.01759	0.0	0.25322	0.37664	0.77845	0.0	0.0	0.0	2.42014	0.02692	0.0	0.0	0.0	0.0	0.0	1.12849	0.0	0.0	0.0	0.08854	0.36015	0.05034	0.0	0.0	0.05282	0.00886
k__Bacteria|p__Actinobacteria|c__CFGB2992	0.20184	0.0	0.0	0.43419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04375	0.01312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1354	0.16852	0.0	0.0	0.44599	0.0	0.0	0.0	0.0	0.0	1.6662	0.6085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67627	0.0	0.33652	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacillota|c__Clostridia	0.11282	0.01471	0.34983	1.41841	0.04476	3.50433	3.47243	0.0	0.0	2.14523	0.28296	0.13464	3.37493	0.0	0.51732	0.0	0.0	0.5145	0.0	0.0	0.0	0.0	2.84968	0.0	0.0	0.0	0.43937	0.0	0.0	0.0	7.24481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35283	0.0	0.93287	2.40703	0.0	0.0	3.69627	4.08215	1.07721	0.0	0.61384	0.09167	0.0	0.0	0.0	0.28955	0.76547	0.142	2.68334	0.90804	0.03325	0.0	1.05785	2.45814	0.0	1.35623	0.22347	0.17682	0.7232	5.83925	0.11051	0.0	0.0	0.0	1.80415	0.0	0.3304	0.0	1.1849	0.0	0.0	0.26634	0.0	1.03688	0.07666	0.01361	0.29458	0.02136	1.33234	0.0	0.06106	9.15972	0.35435	0.43575	1.36606	0.24326	0.07558	0.0	0.0	0.0	0.66022
k__Bacteria|p__Firmicutes|c__CFGB1258	0.04762	0.0	0.0	0.70155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	30.64886	37.56628	33.01465	5.6498	28.16903	16.86425	10.5932	47.24973	1.73262	20.33189	9.97778	32.45489	18.02108	30.58312	26.18446	31.47421	23.30333	38.313	47.56213	2.16353	36.67782	22.39197	42.01904	100.0	40.55846	0.03203	23.23163	48.79556	0.10127	4.05466	43.61579	0.48962	0.0	12.54157	40.37761	2.10088	17.19151	0.06881	50.68745	32.84903	3.48871	26.68764	8.65472	42.99883	35.80293	23.17736	22.4743	19.90716	66.28625	34.06221	26.6625	43.07122	30.66057	26.49301	38.79605	23.63361	13.54315	24.58073	7.25221	34.63673	25.76261	29.19311	15.8627	31.35532	18.06806	20.4302	29.68811	27.72503	4.92293	14.3989	19.74138	1.71897	9.93799	7.36366	39.44208	0.0098	18.91036	10.86028	31.99544	37.60087	35.09521	9.41245	14.4509	40.93541	31.24027	2.8554	41.63589	27.37701	50.00184	27.1898	5.09303	14.76398	17.69517	18.25777	19.28014	1.84681	6.02759	50.71986	39.24378	18.31432
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	25.82058	3.3616	0.02319	0.0	0.303	0.0	0.0	0.0	0.0	0.0	0.0	3.64925	0.0	4.07107	3.14318	0.06315	33.45609	0.0	0.03156	1.07716	3.18388	4.62835	0.70967	0.0	0.57757	12.00136	0.08525	0.0	0.2805	0.0	1.57836	1.01992	0.0	0.0	0.0	0.76637	46.13761	0.0	2.08873	0.95111	0.0	0.0	0.50968	4.76874	3.0461	5.08713	5.70442	0.98656	17.17543	4.23655	0.20655	14.18006	0.22797	8.60509	3.18007	0.00984	7.04184	0.01245	0.10433	1.51677	0.09883	0.0	0.06539	0.07747	0.05431	0.29253	0.99495	0.06471	0.06277	8.94062	8.56352	0.0	1.88858	0.0	2.34076	37.04997	1.94765	0.0	0.63304	2.41986	1.44432	0.0	4.33226	0.20429	0.00722	0.0	0.16192	0.01309	0.0	0.59369	0.05409	0.0	0.0	3.26852	3.58271	0.16277	0.0	2.80574	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified	11.17515	0.0	0.0	0.0	4.19565	0.0	0.78553	0.0	0.0	0.0	0.0	0.7509	0.0	0.02522	1.1635	0.07571	0.0	0.62723	0.61937	0.0	2.0236	0.0	0.0	0.0	5.46377	0.0	0.03483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48073	0.0	0.0	0.03134	0.0	0.74938	1.06609	0.0	0.0	0.45579	0.0	0.34885	0.23193	3.35277	5.29022	2.41398	0.3263	0.0	0.67499	0.06036	0.0	1.03846	0.0	0.0	0.0	1.00632	0.0	0.59607	1.4236	0.0	0.0	3.1396	0.09692	0.0	0.0	0.0	1.14482	0.0	0.0	0.01347	0.0	0.0	0.0	0.0	1.07412	0.16921	0.0	0.0	0.21495	0.0	11.60333	0.0	0.0	0.0	0.0	0.0	6.13854	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	5.52674	0.0	0.19751	0.0	4.56699	0.0	1.07987	0.0	0.0	0.0	0.0	9.31126	0.0	6.105	8.71531	3.75333	17.03594	1.76732	1.16174	0.65997	27.8632	0.0	7.37841	0.0	6.66721	0.0	0.54842	0.0	0.07459	0.0	0.0	0.0	0.0	0.0	0.0	0.08615	4.21201	0.0	1.23587	0.0	0.0	0.36983	0.0	8.33176	3.6166	0.05242	2.15371	0.74121	0.71763	13.1876	6.06236	9.32872	6.47285	9.97852	5.98382	0.15335	4.94087	0.07151	0.0	6.96554	0.18772	0.0	0.04641	1.44412	0.0	0.98198	0.20223	0.5303	0.0	8.82096	8.03012	0.0	0.0	0.63481	3.24703	0.44652	0.0	0.0	3.80229	5.31474	0.0	0.0	1.65024	1.90426	4.10144	0.0	3.11709	0.04836	8.60452	0.0903	2.45282	0.0	0.0	0.0	16.21343	0.0	0.0	10.26049	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1192|o__OFGB1192	4.51477	0.0	0.0	0.0	1.03922	0.0	0.43093	0.0	0.0	0.0	0.0	1.37363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5167	0.0	0.0	0.0	0.0	0.0	0.0	6.84667	1.06919	0.0	0.0	0.0261	0.0	0.0	0.0	0.0	0.0	1.42429	2.7121	0.0	0.0	0.0	0.0	8.88701	0.05049	0.0	0.0	2.65983	0.0	0.1501	0.0	0.0	0.0	0.0913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58463	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	3.24967	0.00512	0.0	0.0	15.94844	0.0	0.77002	0.0	0.11351	0.0	0.0	11.70351	0.0	10.97263	3.27547	29.84256	4.37594	1.39693	2.51385	0.23012	5.25248	0.0	2.31849	0.0	10.3089	0.0	0.0	0.0	0.03083	0.0	0.02139	0.0	0.0	0.06797	0.0	0.0	0.72178	0.0	2.18661	0.04918	0.0	0.01017	0.05474	10.07053	15.58654	3.55546	0.05701	0.33371	0.0	11.48337	2.15635	12.91908	2.81708	3.73348	2.55258	0.0	0.30069	1.2246	0.0	7.96026	5.09608	0.13811	0.29412	10.95478	0.12461	0.23753	1.76173	0.0	0.0	0.92849	5.64523	0.0	0.00739	1.30663	6.44869	0.0	0.07246	0.33137	3.0392	0.0	0.0	0.0	1.8519	0.2889	2.05663	0.0	0.1766	1.03595	9.06582	0.07133	0.06479	0.0	0.0	0.0	19.70061	0.02679	0.0	10.00324	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	1.42396	0.07265	0.78749	2.84699	2.30897	0.18591	0.10158	1.14053	0.82359	2.47368	0.08111	0.45832	0.0	0.22909	0.0	0.70577	0.09404	2.60303	0.0	0.31281	0.68655	0.0	2.92045	0.0	1.03634	0.0	0.0	0.61173	0.38377	4.11624	0.0	1.59075	0.0	3.099	0.0	0.0	1.02445	0.0	0.42162	3.95147	0.0	0.35551	0.76681	0.96609	1.95623	0.43302	1.87111	3.60711	2.75046	0.36364	1.35532	0.0	1.14417	1.47808	3.01223	0.57863	0.58088	0.16046	0.09567	0.12061	0.16382	2.7937	2.46836	0.04606	1.38858	0.89988	2.25998	1.55066	1.23958	1.55903	0.29277	14.00907	1.30607	0.84781	0.0	0.23627	0.37392	1.41239	0.0	2.50545	0.66689	0.0	2.4671	0.76504	1.17765	0.66425	0.4876	0.58922	0.03236	0.19636	0.35229	0.0	0.19898	0.5896	0.06589	0.0	0.65935	0.0	0.93244	0.88616
k__Bacteria|p__Bacteroidota|c__CFGB618|o__OFGB618	0.70008	0.0	0.0	0.0	2.98578	0.0	0.0	0.0	0.0	0.0	0.0	8.14001	0.0	0.07853	0.0	0.04634	0.0	0.91369	0.0	0.0	1.74692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60444	0.0	0.28947	0.0	0.10623	0.3498	4.23997	11.66219	0.0	0.0	0.47791	0.0	7.86985	0.0	0.0	0.0	1.78865	0.0	0.00226	0.10136	0.0	0.1018	1.65047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44566	0.0	0.0	0.0	2.0029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.49879	1.23574	0.0	0.21165	0.09803	0.02009	0.0	0.69262	0.0	0.07331	0.0	0.27042	0.0	3.815	0.0	0.06219	0.12326	0.0	0.00808	4.90199	0.05579	0.0	0.25471	0.0	0.0	0.0	0.0	0.28529	0.0	0.0	0.70325	0.0	0.0	0.0	12.58456	0.0	0.02862	0.0	0.0	1.20513	0.0	1.22091	0.97722	0.0	0.0	0.57737	0.6648	0.12743	2.34459	0.20196	0.62101	0.0	0.0	0.03082	1.78522	0.0	0.31731	1.03439	0.62505	0.02407	0.29249	1.05812	0.85971	0.47252	0.85694	1.21676	0.40683	0.40732	0.15054	0.35259	0.06642	0.0	0.36889	2.60735	0.0	0.0	0.02605	0.0	0.0	0.0	0.09262	0.80364	0.35369	0.5694	2.86566	0.0	0.55136	0.0	0.03374	0.84295	0.0	0.4526	1.01071	0.32666	1.76721	0.70979	2.4619	0.0	0.15199	0.0
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936	0.44981	0.0	0.0	0.26183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13341	0.0	0.0	0.0	0.0	2.23414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05688	0.0	0.0	0.46367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55022	0.0	0.0	0.0	0.0	0.0	0.0	2.37173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	0.29011	1.43219	0.44398	0.93922	0.01418	0.0	0.31242	0.0	0.0	0.57166	0.0	0.05509	0.944	0.0	0.0	0.0	0.0	0.61657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4552	0.0	0.0	0.0	0.0	0.88827	0.0	0.0	5.39388	0.0	0.0	0.0	0.0	0.03785	2.10321	0.0	0.40529	0.0	0.0	0.08037	0.41439	1.617	0.0	0.0	0.0	0.36186	0.0	0.0	0.0218	0.03269	0.0	0.11257	1.43453	0.57484	0.03256	0.45012	0.0	0.20449	0.01721	1.21232	4.17095	1.3419	2.15055	2.8541	0.0	0.0	0.0	0.0	0.0	0.01759	0.0	0.25322	0.37664	0.77845	0.0	0.0	0.0	2.42014	0.02692	0.0	0.0	0.0	0.0	0.0	1.12849	0.0	0.0	0.0	0.08854	0.36015	0.05034	0.0	0.0	0.05282	0.00886
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	0.21075	0.0	1.37713	0.56017	0.0	4.99058	0.0	3.00444	4.28728	1.04889	0.36465	0.06844	0.0	4.96673	0.0	0.02991	0.0	0.0	0.04749	62.71401	0.0	0.0	2.1377	0.0	0.0	0.0	0.0	4.6324	0.80601	0.0	0.0	0.0	5.43608	0.0	13.41029	2.61653	0.40746	5.9733	6.19656	0.29847	0.21885	4.94204	0.88772	0.64414	0.0	0.0	1.08444	4.48726	0.0	2.63315	0.33423	0.0	0.25349	1.05297	0.25745	0.56288	2.7405	0.23936	0.24207	0.04254	0.0	0.12409	0.27712	0.0	2.96163	0.41766	2.16723	0.0	0.0	6.81121	0.0	0.0	0.0	4.62424	0.0	2.20195	0.53544	2.72782	1.9358	0.74486	4.49331	0.07203	0.0113	0.61116	0.51098	0.43814	0.62038	0.55792	0.0	0.0	1.23382	0.77302	0.0	0.0	0.00073	0.0	1.41348	0.0	2.37748	6.02391
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992	0.20184	0.0	0.0	0.43419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04375	0.01312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	0.16898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04515	0.01765	0.0	0.0	0.0	0.0	0.0	0.0	0.00559	0.15168	0.02006	0.0	0.65912	0.0	0.0	0.00839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23478	0.0	0.0	0.0	0.0	0.0	0.02801	0.0	0.0	0.06944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354	0.16852	0.0	0.0	0.44599	0.0	0.0	0.0	0.0	0.0	1.6662	0.6085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67627	0.0	0.33652	0.0	0.0	0.0	0.0	0.0	0.0	0.0
